# X	Y	T(x,y)
1.00000000e+00	0.00000000e+00	1.00000000e+00
1.00000000e+00	1.00000000e-01	8.10000000e-01
1.00000000e+00	2.00000000e-01	6.40000000e-01
1.00000000e+00	3.00000000e-01	4.90000000e-01
1.00000000e+00	4.00000000e-01	3.60000000e-01
1.00000000e+00	5.00000000e-01	2.50000000e-01
1.00000000e+00	6.00000000e-01	1.60000000e-01
1.00000000e+00	7.00000000e-01	9.00000000e-02
1.00000000e+00	8.00000000e-01	4.00000000e-02
1.00000000e+00	9.00000000e-01	1.00000000e-02
1.00000000e+00	1.00000000e+00	0.00000000e+00
1.00000000e+00	1.10000000e+00	1.00000000e-02
1.00000000e+00	1.20000000e+00	4.00000000e-02
1.00000000e+00	1.30000000e+00	9.00000000e-02
1.00000000e+00	1.40000000e+00	1.60000000e-01
1.00000000e+00	1.50000000e+00	2.50000000e-01
1.00000000e+00	1.60000000e+00	3.60000000e-01
1.00000000e+00	1.70000000e+00	4.90000000e-01
1.00000000e+00	1.80000000e+00	6.40000000e-01
1.00000000e+00	1.90000000e+00	8.10000000e-01
1.00000000e+00	2.00000000e+00	1.00000000e+00

1.05000000e+00	0.00000000e+00	1.10250000e+00
1.05000000e+00	1.00000000e-01	9.02499999e-01
1.05000000e+00	2.00000000e-01	7.22499998e-01
1.05000000e+00	3.00000000e-01	5.62499997e-01
1.05000000e+00	4.00000000e-01	4.22499996e-01
1.05000000e+00	5.00000000e-01	3.02499995e-01
1.05000000e+00	6.00000000e-01	2.02499994e-01
1.05000000e+00	7.00000000e-01	1.22499994e-01
1.05000000e+00	8.00000000e-01	6.24999932e-02
1.05000000e+00	9.00000000e-01	2.24999931e-02
1.05000000e+00	1.00000000e+00	2.49999307e-03
1.05000000e+00	1.10000000e+00	2.49999324e-03
1.05000000e+00	1.20000000e+00	2.24999936e-02
1.05000000e+00	1.30000000e+00	6.24999941e-02
1.05000000e+00	1.40000000e+00	1.22499995e-01
1.05000000e+00	1.50000000e+00	2.02499995e-01
1.05000000e+00	1.60000000e+00	3.02499996e-01
1.05000000e+00	1.70000000e+00	4.22499997e-01
1.05000000e+00	1.80000000e+00	5.62499998e-01
1.05000000e+00	1.90000000e+00	7.22499999e-01
